"Servidor","Protocolo","Data_Hora_Inicio","Data_Hora_Fim","Duracao"
"vsrv8","SSTP","2017-05-12 12:32:00","2017-05-12 17:26:00","294"
"vsrv17","SSTP","2017-05-12 17:42:00","2017-05-12 18:00:00","18"
"vsrv16","PPTP","2017-05-12 17:20:00","2017-05-12 18:03:00","43"
"vsrv16","PPTP","2017-05-12 17:56:00","2017-05-12 18:11:00","15"
"vsrv8","SSTP","2017-05-12 16:57:00","2017-05-12 18:15:00","78"
"vsrv16","PPTP","2017-05-12 16:04:00","2017-05-12 18:41:00","157"
"vsrv11","PPTP","2017-05-12 12:56:00","2017-05-12 19:09:00","373"
"vsrv8","PPTP","2017-05-12 16:57:00","2017-05-12 19:15:00","138"
"vsrv16","PPTP","2017-05-12 12:59:00","2017-05-12 19:19:00","380"
"vsrv8","PPTP","2017-05-12 19:54:00","2017-05-12 19:58:00","4"
"vsrv16","PPTP","2017-05-12 20:09:00","2017-05-12 20:12:00","3"
"vsrv16","PPTP","2017-05-12 19:04:00","2017-05-12 20:44:00","100"
"vsrv17","SSTP","2017-05-12 18:09:00","2017-05-12 22:06:00","237"
"vsrv8","PPTP","2017-05-12 21:30:00","2017-05-12 22:19:00","49"
"vsrv8","PPTP","2017-05-12 22:07:00","2017-05-12 22:26:00","19"
"vsrv11","PPTP","2017-05-12 23:26:00","2017-05-12 23:33:00","7"
"vsrv11","PPTP","2017-05-12 23:39:00","2017-05-12 23:58:00","19"
"vsrv17","PPTP","2017-05-12 21:21:00","2017-05-13 00:46:00","205"
"vsrv8","PPTP","2017-05-13 00:42:00","2017-05-13 00:49:00","7"
"vsrv17","PPTP","2017-05-12 23:54:00","2017-05-13 01:06:00","72"
"vsrv16","SSTP","2017-05-13 01:52:00","2017-05-13 01:52:00","0"
"vsrv8","PPTP","2017-05-13 00:47:00","2017-05-13 03:37:00","170"
"vsrv16","PPTP","2017-05-13 05:36:00","2017-05-13 07:35:00","119"
"vsrv16","SSTP","2017-05-13 09:59:00","2017-05-13 11:21:00","82"
"vsrv17","PPTP","2017-05-13 11:27:00","2017-05-13 11:50:00","23"
"vsrv16","PPTP","2017-05-13 09:01:00","2017-05-13 12:01:00","180"
"vsrv16","SSTP","2017-05-13 11:30:00","2017-05-13 12:32:00","62"
"vsrv8","PPTP","2017-05-13 14:10:00","2017-05-13 14:55:00","45"
"vsrv8","SSTP","2017-05-13 15:17:00","2017-05-13 15:20:00","3"
"vsrv17","SSTP","2017-05-13 15:21:00","2017-05-13 15:22:00","1"
"vsrv8","SSTP","2017-05-13 13:48:00","2017-05-13 15:22:00","94"
"vsrv16","SSTP","2017-05-13 15:11:00","2017-05-13 15:31:00","20"
"vsrv16","PPTP","2017-05-13 15:14:00","2017-05-13 15:51:00","37"
"vsrv17","PPTP","2017-05-13 15:59:00","2017-05-13 16:09:00","10"
"vsrv11","SSTP","2017-05-13 16:04:00","2017-05-13 16:32:00","28"
"vsrv17","PPTP","2017-05-13 15:44:00","2017-05-13 17:02:00","78"
"vsrv8","SSTP","2017-05-13 17:57:00","2017-05-13 18:06:00","9"
"vsrv8","SSTP","2017-05-13 18:35:00","2017-05-13 18:51:00","16"
"vsrv8","PPTP","2017-05-13 18:47:00","2017-05-13 18:58:00","11"
"vsrv8","SSTP","2017-05-13 14:42:00","2017-05-13 19:38:00","296"
"vsrv8","SSTP","2017-05-13 18:36:00","2017-05-13 20:14:00","98"
"vsrv8","PPTP","2017-05-13 22:34:00","2017-05-13 22:36:00","2"
"vsrv17","PPTP","2017-05-13 22:36:00","2017-05-13 22:42:00","6"
"vsrv11","PPTP","2017-05-13 16:36:00","2017-05-14 01:13:00","517"
"vsrv16","PPTP","2017-05-14 01:26:00","2017-05-14 02:04:00","38"
"vsrv16","PPTP","2017-05-14 03:04:00","2017-05-14 06:14:00","190"
"vsrv8","SSTP","2017-05-14 11:46:00","2017-05-14 13:28:00","102"
"vsrv11","PPTP","2017-05-14 10:34:00","2017-05-14 13:41:00","187"
"vsrv16","PPTP","2017-05-13 16:29:00","2017-05-14 13:51:00","1282"
"vsrv17","PPTP","2017-05-14 13:53:00","2017-05-14 14:13:00","20"
"vsrv16","PPTP","2017-05-14 14:40:00","2017-05-14 14:41:00","1"
"vsrv8","PPTP","2017-05-14 14:56:00","2017-05-14 15:02:00","6"
"vsrv17","PPTP","2017-05-14 15:10:00","2017-05-14 15:10:00","0"
"vsrv17","PPTP","2017-05-14 15:16:00","2017-05-14 15:16:00","0"
"vsrv16","PPTP","2017-05-14 15:22:00","2017-05-14 15:22:00","0"
"vsrv17","SSTP","2017-05-14 13:53:00","2017-05-14 15:22:00","89"
"vsrv16","PPTP","2017-05-14 15:22:00","2017-05-14 15:22:00","0"
"vsrv8","OPENVPN_L2","2017-05-14 15:28:00","2017-05-14 15:28:00","0"
"vsrv8","OPENVPN_L2","2017-05-14 15:30:00","2017-05-14 15:30:00","0"
"vsrv16","PPTP","2017-05-14 15:32:00","2017-05-14 15:32:00","0"
"vsrv17","PPTP","2017-05-14 15:40:00","2017-05-14 15:42:00","2"
"vsrv16","PPTP","2017-05-14 15:43:00","2017-05-14 15:43:00","0"
"vsrv8","PPTP","2017-05-14 15:49:00","2017-05-14 15:49:00","0"
"vsrv16","SOFTETHER","2017-05-14 15:25:00","2017-05-14 15:54:00","29"
"vsrv17","SOFTETHER","2017-05-14 15:57:00","2017-05-14 16:02:00","5"
"vsrv17","SOFTETHER","2017-05-14 15:45:00","2017-05-14 16:13:00","28"
"vsrv8","SSTP","2017-05-14 16:16:00","2017-05-14 16:17:00","1"
"vsrv16","SSTP","2017-05-14 15:22:00","2017-05-14 16:28:00","66"
"vsrv11","PPTP","2017-05-14 13:48:00","2017-05-14 16:43:00","175"
"vsrv16","PPTP","2017-05-14 16:02:00","2017-05-14 16:56:00","54"
"vsrv8","PPTP","2017-05-14 14:41:00","2017-05-14 17:04:00","143"
"vsrv11","PPTP","2017-05-14 17:06:00","2017-05-14 17:21:00","15"
"vsrv8","PPTP","2017-05-14 17:32:00","2017-05-14 17:34:00","2"
"vsrv17","PPTP","2017-05-14 15:42:00","2017-05-14 18:28:00","166"
"vsrv16","PPTP","2017-05-14 18:29:00","2017-05-14 18:30:00","1"
"vsrv17","PPTP","2017-05-14 18:25:00","2017-05-14 18:32:00","7"
"vsrv8","PPTP","2017-05-14 19:44:00","2017-05-14 19:44:00","0"
"vsrv17","PPTP","2017-05-14 19:44:00","2017-05-14 19:44:00","0"
"vsrv16","PPTP","2017-05-14 17:33:00","2017-05-14 20:24:00","171"
"vsrv17","SSTP","2017-05-14 17:37:00","2017-05-14 20:32:00","175"
"vsrv17","PPTP","2017-05-14 20:36:00","2017-05-14 20:36:00","0"
"vsrv16","PPTP","2017-05-14 20:09:00","2017-05-14 20:43:00","34"
"vsrv8","SSTP","2017-05-14 20:23:00","2017-05-14 20:46:00","23"
"vsrv11","PPTP","2017-05-14 17:30:00","2017-05-14 20:50:00","200"
"vsrv16","PPTP","2017-05-14 20:56:00","2017-05-14 20:56:00","0"
"vsrv17","PPTP","2017-05-14 21:18:00","2017-05-14 21:18:00","0"
"vsrv8","SSTP","2017-05-14 20:01:00","2017-05-14 21:18:00","77"
"vsrv17","PPTP","2017-05-14 21:26:00","2017-05-14 21:26:00","0"
"vsrv8","SSTP","2017-05-14 21:19:00","2017-05-14 21:27:00","8"
"vsrv17","PPTP","2017-05-14 21:27:00","2017-05-14 21:27:00","0"
"vsrv17","PPTP","2017-05-14 21:32:00","2017-05-14 21:32:00","0"
"vsrv16","PPTP","2017-05-14 22:05:00","2017-05-14 22:05:00","0"
"vsrv17","PPTP","2017-05-14 22:05:00","2017-05-14 22:05:00","0"
"vsrv16","PPTP","2017-05-14 20:50:00","2017-05-14 22:21:00","91"
"vsrv11","SOFTETHER","2017-05-14 20:20:00","2017-05-14 22:37:00","137"
"vsrv16","SSTP","2017-05-14 21:58:00","2017-05-14 22:40:00","42"
"vsrv16","PPTP","2017-05-14 22:45:00","2017-05-14 22:45:00","0"
"vsrv11","PPTP","2017-05-14 20:55:00","2017-05-14 22:46:00","111"
"vsrv8","PPTP","2017-05-14 23:16:00","2017-05-14 23:16:00","0"
"vsrv16","SSTP","2017-05-14 19:58:00","2017-05-14 23:31:00","213"
"vsrv16","SSTP","2017-05-14 22:16:00","2017-05-15 00:01:00","105"
"vsrv16","PPTP","2017-05-14 23:29:00","2017-05-15 00:44:00","75"
"vsrv8","PPTP","2017-05-15 01:28:00","2017-05-15 01:31:00","3"
"vsrv16","PPTP","2017-05-15 01:36:00","2017-05-15 01:39:00","3"
"vsrv8","PPTP","2017-05-15 02:35:00","2017-05-15 02:43:00","8"
"vsrv16","PPTP","2017-05-15 08:30:00","2017-05-15 09:14:00","44"
"vsrv11","PPTP","2017-05-15 08:20:00","2017-05-15 09:40:00","80"
"vsrv17","SSTP","2017-05-15 10:56:00","2017-05-15 10:58:00","2"
"vsrv17","SSTP","2017-05-15 11:07:00","2017-05-15 11:08:00","1"
"vsrv8","SSTP","2017-05-15 11:02:00","2017-05-15 11:11:00","9"
"vsrv17","SSTP","2017-05-15 10:47:00","2017-05-15 11:17:00","30"
"vsrv8","SSTP","2017-05-15 11:18:00","2017-05-15 11:18:00","0"
"vsrv8","SSTP","2017-05-15 11:24:00","2017-05-15 11:25:00","1"
"vsrv8","SSTP","2017-05-15 11:18:00","2017-05-15 11:36:00","18"
"vsrv8","SSTP","2017-05-15 11:21:00","2017-05-15 11:40:00","19"
"vsrv16","PPTP","2017-05-15 11:20:00","2017-05-15 11:43:00","23"
"vsrv8","SSTP","2017-05-15 11:42:00","2017-05-15 11:43:00","1"
"vsrv16","SSTP","2017-05-15 11:20:00","2017-05-15 12:01:00","41"
"vsrv16","SSTP","2017-05-15 12:30:00","2017-05-15 12:35:00","5"
"vsrv11","PPTP","2017-05-15 12:07:00","2017-05-15 12:55:00","48"
"vsrv11","PPTP","2017-05-15 13:36:00","2017-05-15 13:39:00","3"
"vsrv17","PPTP","2017-05-15 10:48:00","2017-05-15 14:15:00","207"
"vsrv16","PPTP","2017-05-15 14:41:00","2017-05-15 14:41:00","0"
"vsrv17","SSTP","2017-05-15 14:39:00","2017-05-15 14:41:00","2"
"vsrv17","SSTP","2017-05-15 14:33:00","2017-05-15 14:45:00","12"
"vsrv8","PPTP","2017-05-15 09:38:00","2017-05-15 14:52:00","314"
"vsrv16","SSTP","2017-05-15 14:41:00","2017-05-15 14:53:00","12"
"vsrv11","SSTP","2017-05-15 15:05:00","2017-05-15 15:27:00","22"
"vsrv17","SSTP","2017-05-15 15:37:00","2017-05-15 16:03:00","26"
"vsrv8","PPTP","2017-05-15 15:58:00","2017-05-15 16:15:00","17"
"vsrv17","SSTP","2017-05-15 16:22:00","2017-05-15 16:27:00","5"
"vsrv11","PPTP","2017-05-15 15:12:00","2017-05-15 16:43:00","91"
"vsrv16","PPTP","2017-05-15 14:52:00","2017-05-15 16:49:00","117"
"vsrv8","SSTP","2017-05-15 14:34:00","2017-05-15 16:51:00","137"
"vsrv11","SSTP","2017-05-15 16:18:00","2017-05-15 16:57:00","39"
"vsrv17","SSTP","2017-05-15 16:51:00","2017-05-15 17:03:00","12"
"vsrv8","SSTP","2017-05-15 16:36:00","2017-05-15 17:11:00","35"
"vsrv17","SSTP","2017-05-15 16:34:00","2017-05-15 17:12:00","38"
"vsrv8","OPENVPN_L2","2017-05-15 17:18:00","2017-05-15 17:20:00","2"
"vsrv17","PPTP","2017-05-15 17:20:00","2017-05-15 17:21:00","1"
"vsrv17","PPTP","2017-05-15 16:24:00","2017-05-15 17:35:00","71"
"vsrv16","OPENVPN_L2","2017-05-15 17:31:00","2017-05-15 17:42:00","11"
"vsrv8","PPTP","2017-05-15 17:32:00","2017-05-15 17:50:00","18"
"vsrv17","PPTP","2017-05-15 17:33:00","2017-05-15 17:50:00","17"
"vsrv16","PPTP","2017-05-15 09:55:00","2017-05-15 17:59:00","484"
"vsrv17","SSTP","2017-05-15 17:50:00","2017-05-15 18:20:00","30"
"vsrv17","OPENVPN_L2","2017-05-15 17:42:00","2017-05-15 18:21:00","39"
"vsrv16","SSTP","2017-05-15 17:50:00","2017-05-15 18:21:00","31"
"vsrv16","SSTP","2017-05-15 17:56:00","2017-05-15 18:43:00","47"
"vsrv17","SSTP","2017-05-15 19:12:00","2017-05-15 19:31:00","19"
"vsrv16","OPENVPN_L2","2017-05-15 19:54:00","2017-05-15 19:54:00","0"
"vsrv16","PPTP","2017-05-15 19:49:00","2017-05-15 19:58:00","9"
"vsrv16","PPTP","2017-05-15 19:58:00","2017-05-15 20:13:00","15"
"vsrv17","PPTP","2017-05-15 17:36:00","2017-05-15 20:36:00","180"
"vsrv16","PPTP","2017-05-15 20:03:00","2017-05-15 20:57:00","54"
"vsrv17","SSTP","2017-05-15 18:18:00","2017-05-15 21:02:00","164"
"vsrv8","PPTP","2017-05-15 21:14:00","2017-05-15 21:15:00","1"
"vsrv8","PPTP","2017-05-15 21:17:00","2017-05-15 21:17:00","0"
"vsrv17","PPTP","2017-05-15 20:59:00","2017-05-15 21:25:00","26"
"vsrv17","PPTP","2017-05-15 21:26:00","2017-05-15 21:26:00","0"
"vsrv17","PPTP","2017-05-15 21:26:00","2017-05-15 21:27:00","1"
"vsrv16","PPTP","2017-05-15 21:27:00","2017-05-15 21:27:00","0"
"vsrv17","PPTP","2017-05-15 21:28:00","2017-05-15 21:48:00","20"
"vsrv11","PPTP","2017-05-15 17:46:00","2017-05-15 21:54:00","248"
"vsrv8","PPTP","2017-05-15 21:23:00","2017-05-15 21:56:00","33"
"vsrv17","PPTP","2017-05-15 21:56:00","2017-05-15 22:00:00","4"
"vsrv8","PPTP","2017-05-15 20:44:00","2017-05-15 22:07:00","83"
"vsrv16","PPTP","2017-05-15 22:11:00","2017-05-15 22:11:00","0"
"vsrv16","PPTP","2017-05-15 22:00:00","2017-05-15 22:14:00","14"
"vsrv8","PPTP","2017-05-15 22:15:00","2017-05-15 22:17:00","2"
"vsrv17","PPTP","2017-05-15 22:21:00","2017-05-15 22:21:00","0"
"vsrv8","PPTP","2017-05-15 22:27:00","2017-05-15 22:27:00","0"
"vsrv16","PPTP","2017-05-15 22:27:00","2017-05-15 22:27:00","0"
"vsrv17","PPTP","2017-05-15 22:28:00","2017-05-15 22:28:00","0"
"vsrv8","SSTP","2017-05-15 22:21:00","2017-05-15 22:48:00","27"
"vsrv8","PPTP","2017-05-15 22:57:00","2017-05-15 22:57:00","0"
"vsrv17","PPTP","2017-05-15 22:18:00","2017-05-15 23:05:00","47"
"vsrv8","SSTP","2017-05-15 22:53:00","2017-05-15 23:07:00","14"
"vsrv8","PPTP","2017-05-15 23:05:00","2017-05-15 23:11:00","6"
"vsrv16","PPTP","2017-05-15 23:11:00","2017-05-15 23:13:00","2"
"vsrv17","PPTP","2017-05-15 22:25:00","2017-05-15 23:15:00","50"
"vsrv8","SSTP","2017-05-15 22:15:00","2017-05-15 23:18:00","63"
"vsrv17","SSTP","2017-05-15 23:13:00","2017-05-15 23:29:00","16"
"vsrv17","SSTP","2017-05-15 22:40:00","2017-05-15 23:29:00","49"
"vsrv16","SSTP","2017-05-15 23:24:00","2017-05-15 23:30:00","6"
"vsrv8","PPTP","2017-05-15 23:20:00","2017-05-15 23:30:00","10"
"vsrv17","PPTP","2017-05-15 21:58:00","2017-05-15 23:30:00","92"
"vsrv17","PPTP","2017-05-15 23:33:00","2017-05-15 23:33:00","0"
"vsrv17","PPTP","2017-05-15 23:14:00","2017-05-15 23:36:00","22"
"vsrv17","PPTP","2017-05-15 23:40:00","2017-05-15 23:40:00","0"
"vsrv16","PPTP","2017-05-15 23:54:00","2017-05-15 23:54:00","0"
"vsrv16","PPTP","2017-05-15 23:31:00","2017-05-16 00:01:00","30"
"vsrv16","SSTP","2017-05-15 20:30:00","2017-05-16 00:04:00","214"
"vsrv16","PPTP","2017-05-16 00:02:00","2017-05-16 00:04:00","2"
"vsrv16","PPTP","2017-05-16 00:07:00","2017-05-16 00:07:00","0"
"vsrv16","SSTP","2017-05-16 00:00:00","2017-05-16 00:08:00","8"
"vsrv17","PPTP","2017-05-16 00:08:00","2017-05-16 01:28:00","80"
"vsrv16","SSTP","2017-05-15 23:40:00","2017-05-16 01:49:00","129"
"vsrv8","PPTP","2017-05-16 01:21:00","2017-05-16 03:11:00","110"
"vsrv16","PPTP","2017-05-16 08:34:00","2017-05-16 08:44:00","10"
"vsrv8","PPTP","2017-05-16 08:46:00","2017-05-16 08:57:00","11"
"vsrv11","SOFTETHER","2017-05-16 09:11:00","2017-05-16 09:29:00","18"
"vsrv16","PPTP","2017-05-16 09:29:00","2017-05-16 09:29:00","0"
"vsrv11","PPTP","2017-05-16 08:37:00","2017-05-16 09:35:00","58"
"vsrv17","PPTP","2017-05-16 09:47:00","2017-05-16 09:48:00","1"
"vsrv16","PPTP","2017-05-16 09:30:00","2017-05-16 10:11:00","41"
"vsrv17","PPTP","2017-05-16 09:29:00","2017-05-16 10:11:00","42"
"vsrv16","PPTP","2017-05-16 09:43:00","2017-05-16 10:43:00","60"
"vsrv8","PPTP","2017-05-16 09:17:00","2017-05-16 11:02:00","105"
"vsrv17","PPTP","2017-05-16 11:28:00","2017-05-16 11:33:00","5"
"vsrv16","PPTP","2017-05-16 11:39:00","2017-05-16 11:43:00","4"
"vsrv16","SSTP","2017-05-16 09:29:00","2017-05-16 11:49:00","140"
"vsrv8","SSTP","2017-05-16 11:48:00","2017-05-16 11:50:00","2"
"vsrv8","PPTP","2017-05-16 11:55:00","2017-05-16 11:57:00","2"
"vsrv8","SSTP","2017-05-16 09:55:00","2017-05-16 11:58:00","123"
"vsrv17","SSTP","2017-05-16 10:26:00","2017-05-16 12:00:00","94"
"vsrv8","PPTP","2017-05-16 11:58:00","2017-05-16 12:04:00","6"
"vsrv16","OPENVPN_L2","2017-05-16 11:23:00","2017-05-16 12:06:00","43"
"vsrv17","PPTP","2017-05-16 11:14:00","2017-05-16 12:20:00","66"
"vsrv17","SSTP","2017-05-16 11:23:00","2017-05-16 12:21:00","58"
"vsrv8","OPENVPN_L2","2017-05-16 12:17:00","2017-05-16 12:21:00","4"
"vsrv16","SSTP","2017-05-16 11:23:00","2017-05-16 12:22:00","59"
"vsrv16","PPTP","2017-05-16 12:24:00","2017-05-16 12:26:00","2"
"vsrv8","SSTP","2017-05-16 11:34:00","2017-05-16 12:29:00","55"
"vsrv11","OPENVPN_L2","2017-05-16 11:36:00","2017-05-16 12:31:00","55"
"vsrv16","SSTP","2017-05-16 10:55:00","2017-05-16 12:46:00","111"
"vsrv17","SSTP","2017-05-16 12:49:00","2017-05-16 12:52:00","3"
"vsrv17","SSTP","2017-05-16 12:03:00","2017-05-16 12:58:00","55"
"vsrv8","OPENVPN_L2","2017-05-16 12:59:00","2017-05-16 13:11:00","12"
"vsrv8","PPTP","2017-05-16 13:19:00","2017-05-16 13:20:00","1"
"vsrv8","PPTP","2017-05-16 13:03:00","2017-05-16 13:24:00","21"
"vsrv17","PPTP","2017-05-16 13:24:00","2017-05-16 13:51:00","27"
"vsrv16","OPENVPN_L2","2017-05-16 13:34:00","2017-05-16 13:52:00","18"
"vsrv16","PPTP","2017-05-16 10:04:00","2017-05-16 13:54:00","230"
"vsrv17","PPTP","2017-05-16 13:53:00","2017-05-16 13:54:00","1"
"vsrv16","PPTP","2017-05-16 13:51:00","2017-05-16 13:55:00","4"
"vsrv17","PPTP","2017-05-16 13:54:00","2017-05-16 13:55:00","1"
"vsrv17","PPTP","2017-05-16 13:55:00","2017-05-16 13:55:00","0"
"vsrv8","PPTP","2017-05-16 13:39:00","2017-05-16 13:58:00","19"
"vsrv17","SSTP","2017-05-16 13:53:00","2017-05-16 13:59:00","6"
"vsrv8","SSTP","2017-05-16 13:49:00","2017-05-16 14:03:00","14"
"vsrv17","PPTP","2017-05-16 13:54:00","2017-05-16 14:05:00","11"
"vsrv17","PPTP","2017-05-16 14:05:00","2017-05-16 14:09:00","4"
"vsrv8","SSTP","2017-05-16 14:22:00","2017-05-16 14:29:00","7"
"vsrv16","SSTP","2017-05-16 14:26:00","2017-05-16 14:35:00","9"
"vsrv17","PPTP","2017-05-16 14:26:00","2017-05-16 15:00:00","34"
"vsrv17","SSTP","2017-05-16 14:35:00","2017-05-16 15:15:00","40"
"vsrv16","SSTP","2017-05-16 15:29:00","2017-05-16 15:29:00","0"
"vsrv16","SSTP","2017-05-16 15:30:00","2017-05-16 15:31:00","1"
"vsrv17","SSTP","2017-05-16 15:30:00","2017-05-16 15:35:00","5"
"vsrv11","OPENVPN_L2","2017-05-16 15:08:00","2017-05-16 15:40:00","32"
"vsrv17","SSTP","2017-05-16 15:29:00","2017-05-16 15:44:00","15"
"vsrv17","SSTP","2017-05-16 15:39:00","2017-05-16 15:51:00","12"
"vsrv16","SSTP","2017-05-16 15:29:00","2017-05-16 15:51:00","22"
"vsrv16","SSTP","2017-05-16 15:52:00","2017-05-16 15:54:00","2"
"vsrv16","PPTP","2017-05-16 15:56:00","2017-05-16 15:56:00","0"
"vsrv8","SSTP","2017-05-16 14:36:00","2017-05-16 15:56:00","80"
"vsrv16","SSTP","2017-05-16 14:34:00","2017-05-16 15:56:00","82"
"vsrv16","PPTP","2017-05-16 15:57:00","2017-05-16 15:57:00","0"
"vsrv16","SSTP","2017-05-16 14:59:00","2017-05-16 15:57:00","58"
"vsrv16","SSTP","2017-05-16 15:51:00","2017-05-16 15:58:00","7"
"vsrv8","PPTP","2017-05-16 15:47:00","2017-05-16 15:58:00","11"
"vsrv17","SSTP","2017-05-16 15:52:00","2017-05-16 16:02:00","10"
"vsrv17","SSTP","2017-05-16 15:48:00","2017-05-16 16:04:00","16"
"vsrv11","SSTP","2017-05-16 16:08:00","2017-05-16 16:10:00","2"
"vsrv16","SSTP","2017-05-16 16:17:00","2017-05-16 16:25:00","8"
"vsrv17","SSTP","2017-05-16 16:20:00","2017-05-16 16:26:00","6"
"vsrv16","OPENVPN_L2","2017-05-16 16:18:00","2017-05-16 16:27:00","9"
"vsrv8","SSTP","2017-05-16 16:28:00","2017-05-16 16:29:00","1"
"vsrv16","SSTP","2017-05-16 16:25:00","2017-05-16 16:29:00","4"
"vsrv11","SSTP","2017-05-16 16:21:00","2017-05-16 16:30:00","9"
"vsrv11","SSTP","2017-05-16 16:30:00","2017-05-16 16:32:00","2"
"vsrv17","PPTP","2017-05-16 16:16:00","2017-05-16 16:35:00","19"
"vsrv11","SSTP","2017-05-16 16:32:00","2017-05-16 16:35:00","3"
"vsrv16","PPTP","2017-05-16 16:36:00","2017-05-16 16:36:00","0"
"vsrv8","SSTP","2017-05-16 16:33:00","2017-05-16 16:37:00","4"
"vsrv16","SSTP","2017-05-16 16:18:00","2017-05-16 16:38:00","20"
"vsrv8","SSTP","2017-05-16 16:31:00","2017-05-16 16:40:00","9"
"vsrv16","SSTP","2017-05-16 16:28:00","2017-05-16 16:42:00","14"
"vsrv8","PPTP","2017-05-16 14:07:00","2017-05-16 16:44:00","157"
"vsrv16","OPENVPN_L2","2017-05-16 16:32:00","2017-05-16 16:45:00","13"
"vsrv11","SSTP","2017-05-16 16:36:00","2017-05-16 16:46:00","10"
"vsrv16","SSTP","2017-05-16 16:55:00","2017-05-16 16:58:00","3"
"vsrv8","SSTP","2017-05-16 16:58:00","2017-05-16 17:00:00","2"
"vsrv16","SSTP","2017-05-16 16:17:00","2017-05-16 17:20:00","63"
"vsrv16","SSTP","2017-05-16 16:54:00","2017-05-16 17:32:00","38"
"vsrv11","PPTP","2017-05-16 16:02:00","2017-05-16 17:38:00","96"
"vsrv8","SSTP","2017-05-16 16:26:00","2017-05-16 17:39:00","73"
"vsrv8","PPTP","2017-05-16 15:25:00","2017-05-16 17:42:00","137"
"vsrv17","PPTP","2017-05-16 17:23:00","2017-05-16 17:42:00","19"
"vsrv8","SSTP","2017-05-16 16:53:00","2017-05-16 17:47:00","54"
"vsrv16","OPENVPN_L2","2017-05-16 16:53:00","2017-05-16 17:49:00","56"
"vsrv8","PPTP","2017-05-16 16:23:00","2017-05-16 17:50:00","87"
"vsrv16","SSTP","2017-05-16 17:50:00","2017-05-16 17:50:00","0"
"vsrv17","SSTP","2017-05-16 16:28:00","2017-05-16 17:52:00","84"
"vsrv8","PPTP","2017-05-16 16:22:00","2017-05-16 17:52:00","90"
"vsrv8","SSTP","2017-05-16 16:47:00","2017-05-16 17:53:00","66"
"vsrv11","PPTP","2017-05-16 11:44:00","2017-05-16 17:53:00","369"
"vsrv16","SSTP","2017-05-16 17:45:00","2017-05-16 17:55:00","10"
"vsrv16","SSTP","2017-05-16 16:26:00","2017-05-16 17:59:00","93"
"vsrv17","SSTP","2017-05-16 16:26:00","2017-05-16 18:01:00","95"
"vsrv17","SSTP","2017-05-16 18:08:00","2017-05-16 18:09:00","1"
"vsrv8","SSTP","2017-05-16 18:15:00","2017-05-16 18:27:00","12"
"vsrv16","SSTP","2017-05-16 18:27:00","2017-05-16 18:29:00","2"
"vsrv11","PPTP","2017-05-16 17:42:00","2017-05-16 18:36:00","54"
"vsrv16","PPTP","2017-05-16 14:14:00","2017-05-16 18:45:00","271"
"vsrv17","SSTP","2017-05-16 18:12:00","2017-05-16 18:52:00","40"
"vsrv16","SSTP","2017-05-16 18:29:00","2017-05-16 19:02:00","33"
"vsrv16","PPTP","2017-05-16 10:00:00","2017-05-16 19:06:00","546"
"vsrv16","SSTP","2017-05-16 18:34:00","2017-05-16 19:09:00","35"
"vsrv16","PPTP","2017-05-16 19:17:00","2017-05-16 19:22:00","5"
"vsrv16","PPTP","2017-05-16 19:23:00","2017-05-16 19:32:00","9"
"vsrv8","SSTP","2017-05-16 19:24:00","2017-05-16 19:36:00","12"
"vsrv16","PPTP","2017-05-16 19:43:00","2017-05-16 19:43:00","0"
"vsrv17","OPENVPN_L2","2017-05-16 19:26:00","2017-05-16 19:45:00","19"
"vsrv8","SSTP","2017-05-16 19:37:00","2017-05-16 19:45:00","8"
"vsrv8","SSTP","2017-05-16 19:47:00","2017-05-16 19:51:00","4"
"vsrv16","PPTP","2017-05-16 19:54:00","2017-05-16 19:54:00","0"
"vsrv11","PPTP","2017-05-16 19:51:00","2017-05-16 19:58:00","7"
"vsrv16","PPTP","2017-05-16 20:04:00","2017-05-16 20:04:00","0"
"vsrv17","PPTP","2017-05-16 20:08:00","2017-05-16 20:08:00","0"
"vsrv17","SSTP","2017-05-16 17:44:00","2017-05-16 20:13:00","149"
"vsrv16","SSTP","2017-05-16 18:36:00","2017-05-16 20:19:00","103"
"vsrv16","PPTP","2017-05-16 20:25:00","2017-05-16 20:25:00","0"
"vsrv16","PPTP","2017-05-16 20:27:00","2017-05-16 20:27:00","0"
"vsrv17","SSTP","2017-05-16 19:41:00","2017-05-16 20:49:00","68"
"vsrv16","SSTP","2017-05-16 19:54:00","2017-05-16 20:51:00","57"
"vsrv16","PPTP","2017-05-16 20:57:00","2017-05-16 20:58:00","1"
"vsrv16","PPTP","2017-05-16 20:57:00","2017-05-16 21:05:00","8"
"vsrv8","PPTP","2017-05-16 21:05:00","2017-05-16 21:05:00","0"
"vsrv8","PPTP","2017-05-16 19:30:00","2017-05-16 21:15:00","105"
"vsrv16","OPENVPN_L2","2017-05-16 21:10:00","2017-05-16 21:17:00","7"
"vsrv16","OPENVPN_L2","2017-05-16 19:50:00","2017-05-16 21:29:00","99"
"vsrv16","PPTP","2017-05-16 21:29:00","2017-05-16 21:37:00","8"
"vsrv8","PPTP","2017-05-16 20:34:00","2017-05-16 21:38:00","64"
"vsrv17","PPTP","2017-05-16 21:41:00","2017-05-16 21:41:00","0"
"vsrv11","PPTP","2017-05-16 19:22:00","2017-05-16 21:42:00","140"
