Servidor, Protocolo, Data_Hora_Ini, Data_Hora_End, Duracao
"vsrv17","PPTP","2017-01-06 00:23:00","2017-01-06 02:33:00",130
"vsrv8","SSTP","2017-01-06 00:52:00","2017-01-06 02:41:00",109
"vsrv8","PPTP","2017-01-06 02:32:00","2017-01-06 02:48:00",16
"vsrv8","SSTP","2017-01-06 00:51:00","2017-01-06 02:51:00",120
"vsrv16","SSTP","2017-01-06 02:20:00","2017-01-06 03:10:00",50
"vsrv8","PPTP","2017-01-05 20:03:00","2017-01-06 03:16:00",433
"vsrv8","SSTP","2017-01-06 02:56:00","2017-01-06 03:20:00",24
"vsrv8","SSTP","2017-01-06 03:00:00","2017-01-06 03:31:00",31
"vsrv16","SSTP","2017-01-05 21:46:00","2017-01-06 04:43:00",417
"vsrv17","SSTP","2017-01-06 03:42:00","2017-01-06 04:43:00",61
"vsrv16","PPTP","2017-01-05 21:26:00","2017-01-06 05:00:00",454
"vsrv16","SSTP","2017-01-06 04:22:00","2017-01-06 06:05:00",103
"vsrv8","PPTP","2017-01-06 03:24:00","2017-01-06 06:07:00",163
"vsrv8","PPTP","2017-01-06 07:33:00","2017-01-06 07:33:00",0
"vsrv16","PPTP","2017-01-06 07:33:00","2017-01-06 08:01:00",28
"vsrv8","SSTP","2017-01-06 08:02:00","2017-01-06 08:03:00",1
"vsrv8","SSTP","2017-01-06 08:22:00","2017-01-06 08:26:00",4
"vsrv8","SSTP","2017-01-06 07:39:00","2017-01-06 08:30:00",51
"vsrv17","SSTP","2017-01-06 08:27:00","2017-01-06 08:31:00",4
"vsrv16","SSTP","2017-01-06 08:31:00","2017-01-06 08:34:00",3
"vsrv16","SSTP","2017-01-06 08:14:00","2017-01-06 08:36:00",22
"vsrv17","SSTP","2017-01-06 08:39:00","2017-01-06 09:01:00",22
"vsrv17","PPTP","2017-01-06 08:51:00","2017-01-06 09:10:00",19
"vsrv16","PPTP","2017-01-06 08:43:00","2017-01-06 09:15:00",32
"vsrv11","SOFTETHER","2017-01-06 09:07:00","2017-01-06 09:15:00",8
"vsrv8","SSTP","2017-01-06 09:13:00","2017-01-06 09:19:00",6
"vsrv16","SSTP","2017-01-06 08:32:00","2017-01-06 09:21:00",49
"vsrv8","SSTP","2017-01-06 09:20:00","2017-01-06 09:35:00",15
"vsrv8","PPTP","2017-01-06 09:09:00","2017-01-06 09:43:00",34
"vsrv17","SSTP","2017-01-06 09:06:00","2017-01-06 09:47:00",41
"vsrv11","SOFTETHER","2017-01-06 09:35:00","2017-01-06 09:48:00",13
"vsrv8","SSTP","2017-01-06 09:11:00","2017-01-06 09:49:00",38
"vsrv8","SSTP","2017-01-06 09:35:00","2017-01-06 09:51:00",16
"vsrv8","PPTP","2017-01-06 08:26:00","2017-01-06 09:57:00",91
"vsrv17","PPTP","2017-01-06 08:33:00","2017-01-06 09:58:00",85
"vsrv16","PPTP","2017-01-06 10:04:00","2017-01-06 10:04:00",0
"vsrv11","PPTP","2017-01-06 09:18:00","2017-01-06 10:06:00",48
"vsrv16","SSTP","2017-01-06 09:43:00","2017-01-06 10:07:00",24
"vsrv8","SSTP","2017-01-06 09:38:00","2017-01-06 10:08:00",30
"vsrv8","PPTP","2017-01-06 09:44:00","2017-01-06 10:17:00",33
"vsrv16","SSTP","2017-01-06 08:11:00","2017-01-06 10:23:00",132
"vsrv16","PPTP","2017-01-06 10:19:00","2017-01-06 10:25:00",6
"vsrv8","SSTP","2017-01-06 10:15:00","2017-01-06 10:25:00",10
"vsrv8","PPTP","2017-01-06 10:07:00","2017-01-06 10:27:00",20
"vsrv8","PPTP","2017-01-06 09:59:00","2017-01-06 10:30:00",31
"vsrv17","PPTP","2017-01-06 10:00:00","2017-01-06 10:32:00",32
"vsrv17","SSTP","2017-01-06 10:22:00","2017-01-06 10:33:00",11
"vsrv17","PPTP","2017-01-06 10:33:00","2017-01-06 10:35:00",2
"vsrv17","PPTP","2017-01-06 10:28:00","2017-01-06 10:35:00",7
"vsrv17","SSTP","2017-01-06 10:39:00","2017-01-06 10:39:00",0
"vsrv16","PPTP","2017-01-06 10:39:00","2017-01-06 10:39:00",0
"vsrv16","PPTP","2017-01-06 10:40:00","2017-01-06 10:40:00",0
"vsrv16","PPTP","2017-01-06 10:04:00","2017-01-06 10:40:00",36
"vsrv17","PPTP","2017-01-06 10:22:00","2017-01-06 10:42:00",20
"vsrv16","PPTP","2017-01-06 10:40:00","2017-01-06 10:43:00",3
"vsrv8","SSTP","2017-01-06 10:00:00","2017-01-06 10:45:00",45
"vsrv17","SSTP","2017-01-06 10:39:00","2017-01-06 10:46:00",7
"vsrv8","PPTP","2017-01-06 09:34:00","2017-01-06 10:46:00",72
"vsrv16","PPTP","2017-01-06 10:27:00","2017-01-06 10:47:00",20
"vsrv17","SSTP","2017-01-06 10:30:00","2017-01-06 10:48:00",18
"vsrv8","PPTP","2017-01-06 10:43:00","2017-01-06 10:49:00",6
"vsrv16","SSTP","2017-01-06 10:48:00","2017-01-06 10:51:00",3
"vsrv8","PPTP","2017-01-06 10:50:00","2017-01-06 10:52:00",2
"vsrv17","PPTP","2017-01-06 10:46:00","2017-01-06 10:52:00",6
"vsrv8","PPTP","2017-01-06 10:48:00","2017-01-06 10:53:00",5
"vsrv8","SSTP","2017-01-06 10:52:00","2017-01-06 10:55:00",3
"vsrv17","PPTP","2017-01-06 10:22:00","2017-01-06 10:57:00",35
"vsrv16","SSTP","2017-01-06 10:56:00","2017-01-06 10:58:00",2
"vsrv17","SSTP","2017-01-06 10:41:00","2017-01-06 10:58:00",17
"vsrv16","PPTP","2017-01-06 10:59:00","2017-01-06 10:59:00",0
"vsrv8","PPTP","2017-01-06 10:56:00","2017-01-06 11:00:00",4
"vsrv8","PPTP","2017-01-06 10:08:00","2017-01-06 11:00:00",52
"vsrv17","SSTP","2017-01-06 10:59:00","2017-01-06 11:01:00",2
"vsrv16","PPTP","2017-01-06 10:50:00","2017-01-06 11:01:00",11
"vsrv16","SSTP","2017-01-06 11:01:00","2017-01-06 11:07:00",6
"vsrv16","PPTP","2017-01-06 11:10:00","2017-01-06 11:14:00",4
"vsrv8","SSTP","2017-01-06 11:11:00","2017-01-06 11:14:00",3
"vsrv17","PPTP","2017-01-06 10:24:00","2017-01-06 11:15:00",51
"vsrv17","SSTP","2017-01-06 10:27:00","2017-01-06 11:16:00",49
"vsrv16","SSTP","2017-01-06 10:56:00","2017-01-06 11:17:00",21
"vsrv16","PPTP","2017-01-06 11:12:00","2017-01-06 11:18:00",6
"vsrv17","PPTP","2017-01-06 11:18:00","2017-01-06 11:23:00",5
"vsrv17","SSTP","2017-01-06 11:00:00","2017-01-06 11:28:00",28
"vsrv16","SSTP","2017-01-06 11:16:00","2017-01-06 11:28:00",12
"vsrv17","PPTP","2017-01-06 08:04:00","2017-01-06 11:29:00",205
"vsrv17","PPTP","2017-01-06 11:28:00","2017-01-06 11:29:00",1
"vsrv17","SSTP","2017-01-06 11:30:00","2017-01-06 11:31:00",1
"vsrv16","SSTP","2017-01-06 11:18:00","2017-01-06 11:31:00",13
"vsrv17","PPTP","2017-01-06 11:18:00","2017-01-06 11:31:00",13
"vsrv17","SSTP","2017-01-06 11:03:00","2017-01-06 11:32:00",29
"vsrv17","SSTP","2017-01-06 11:32:00","2017-01-06 11:32:00",0
"vsrv17","SSTP","2017-01-06 11:29:00","2017-01-06 11:33:00",4
"vsrv8","SSTP","2017-01-06 11:31:00","2017-01-06 11:34:00",3
"vsrv8","SSTP","2017-01-06 11:33:00","2017-01-06 11:34:00",1
"vsrv11","PPTP","2017-01-06 10:07:00","2017-01-06 11:38:00",91
"vsrv17","SSTP","2017-01-06 11:12:00","2017-01-06 11:40:00",28
"vsrv8","SSTP","2017-01-06 11:14:00","2017-01-06 11:42:00",28
"vsrv16","PPTP","2017-01-06 11:15:00","2017-01-06 11:43:00",28
"vsrv17","SSTP","2017-01-06 11:35:00","2017-01-06 11:44:00",9
"vsrv8","PPTP","2017-01-06 11:14:00","2017-01-06 11:44:00",30
"vsrv16","SSTP","2017-01-06 09:19:00","2017-01-06 11:44:00",145
"vsrv16","PPTP","2017-01-06 11:44:00","2017-01-06 11:45:00",1
"vsrv17","PPTP","2017-01-06 11:34:00","2017-01-06 11:45:00",11
"vsrv17","SSTP","2017-01-06 11:33:00","2017-01-06 11:48:00",15
"vsrv11","PPTP","2017-01-06 11:44:00","2017-01-06 11:50:00",6
"vsrv16","PPTP","2017-01-06 11:35:00","2017-01-06 11:50:00",15
"vsrv8","PPTP","2017-01-06 10:41:00","2017-01-06 11:52:00",71
"vsrv8","PPTP","2017-01-06 11:44:00","2017-01-06 11:53:00",9
"vsrv8","PPTP","2017-01-06 10:39:00","2017-01-06 11:55:00",76
"vsrv16","OPENVPN_L2","2017-01-06 10:22:00","2017-01-06 11:55:00",93
"vsrv8","SSTP","2017-01-06 11:24:00","2017-01-06 11:56:00",32
"vsrv8","SSTP","2017-01-06 11:56:00","2017-01-06 11:59:00",3
"vsrv16","PPTP","2017-01-06 11:54:00","2017-01-06 12:04:00",10
"vsrv8","PPTP","2017-01-06 11:18:00","2017-01-06 12:05:00",47
"vsrv8","SSTP","2017-01-06 11:45:00","2017-01-06 12:05:00",20
"vsrv8","SSTP","2017-01-06 11:48:00","2017-01-06 12:06:00",18
"vsrv17","PPTP","2017-01-06 11:47:00","2017-01-06 12:06:00",19
"vsrv8","SSTP","2017-01-06 10:32:00","2017-01-06 12:07:00",95
"vsrv16","PPTP","2017-01-06 11:33:00","2017-01-06 12:09:00",36
"vsrv17","PPTP","2017-01-06 11:45:00","2017-01-06 12:09:00",24
"vsrv16","PPTP","2017-01-06 11:00:00","2017-01-06 12:10:00",70
"vsrv17","SSTP","2017-01-06 11:26:00","2017-01-06 12:12:00",46
"vsrv8","PPTP","2017-01-06 11:55:00","2017-01-06 12:14:00",19
"vsrv16","SSTP","2017-01-06 12:01:00","2017-01-06 12:16:00",15
"vsrv17","SSTP","2017-01-06 11:54:00","2017-01-06 12:16:00",22
"vsrv17","SSTP","2017-01-06 11:45:00","2017-01-06 12:19:00",34
"vsrv16","SSTP","2017-01-06 11:34:00","2017-01-06 12:20:00",46
"vsrv17","PPTP","2017-01-06 11:08:00","2017-01-06 12:22:00",74
"vsrv11","PPTP","2017-01-06 12:23:00","2017-01-06 12:25:00",2
"vsrv8","SSTP","2017-01-06 12:20:00","2017-01-06 12:25:00",5
"vsrv16","PPTP","2017-01-06 12:08:00","2017-01-06 12:26:00",18
"vsrv8","PPTP","2017-01-06 11:12:00","2017-01-06 12:27:00",75
"vsrv11","PPTP","2017-01-06 12:26:00","2017-01-06 12:28:00",2
"vsrv16","PPTP","2017-01-06 12:26:00","2017-01-06 12:30:00",4
"vsrv17","SSTP","2017-01-06 11:46:00","2017-01-06 12:31:00",45
"vsrv17","PPTP","2017-01-06 12:17:00","2017-01-06 12:32:00",15
"vsrv16","PPTP","2017-01-06 11:32:00","2017-01-06 12:34:00",62
"vsrv11","SOFTETHER","2017-01-06 11:05:00","2017-01-06 12:40:00",95
"vsrv17","SSTP","2017-01-06 11:30:00","2017-01-06 12:43:00",73
"vsrv17","SSTP","2017-01-06 10:28:00","2017-01-06 12:43:00",135
"vsrv8","SSTP","2017-01-06 11:45:00","2017-01-06 12:45:00",60
"vsrv16","PPTP","2017-01-06 12:24:00","2017-01-06 12:46:00",22
"vsrv17","PPTP","2017-01-06 12:42:00","2017-01-06 12:54:00",12
"vsrv16","PPTP","2017-01-06 12:49:00","2017-01-06 12:54:00",5
"vsrv16","PPTP","2017-01-06 11:24:00","2017-01-06 12:55:00",91
"vsrv8","SSTP","2017-01-06 12:22:00","2017-01-06 13:06:00",44
"vsrv16","PPTP","2017-01-06 12:56:00","2017-01-06 13:06:00",10
"vsrv16","SSTP","2017-01-06 12:56:00","2017-01-06 13:07:00",11
"vsrv16","SSTP","2017-01-06 10:17:00","2017-01-06 13:07:00",170
"vsrv8","PPTP","2017-01-06 11:34:00","2017-01-06 13:07:00",93
"vsrv17","SSTP","2017-01-06 10:51:00","2017-01-06 13:08:00",137
"vsrv17","PPTP","2017-01-06 10:17:00","2017-01-06 13:10:00",173
"vsrv8","SSTP","2017-01-06 13:00:00","2017-01-06 13:11:00",11
"vsrv17","SSTP","2017-01-06 12:46:00","2017-01-06 13:11:00",25
"vsrv16","SSTP","2017-01-06 12:26:00","2017-01-06 13:11:00",45
"vsrv16","PPTP","2017-01-06 10:11:00","2017-01-06 13:11:00",180
"vsrv16","SSTP","2017-01-06 12:24:00","2017-01-06 13:15:00",51
"vsrv16","SSTP","2017-01-06 13:05:00","2017-01-06 13:15:00",10
"vsrv17","PPTP","2017-01-06 11:38:00","2017-01-06 13:16:00",98
"vsrv8","PPTP","2017-01-06 12:59:00","2017-01-06 13:19:00",20
"vsrv17","PPTP","2017-01-06 13:00:00","2017-01-06 13:21:00",21
"vsrv8","SSTP","2017-01-06 13:17:00","2017-01-06 13:22:00",5
"vsrv8","PPTP","2017-01-06 13:08:00","2017-01-06 13:24:00",16
"vsrv16","SSTP","2017-01-06 12:59:00","2017-01-06 13:27:00",28
"vsrv16","SSTP","2017-01-06 13:18:00","2017-01-06 13:28:00",10
"vsrv16","PPTP","2017-01-06 13:20:00","2017-01-06 13:28:00",8
"vsrv8","SSTP","2017-01-06 13:24:00","2017-01-06 13:29:00",5
"vsrv16","PPTP","2017-01-06 13:19:00","2017-01-06 13:31:00",12
"vsrv8","PPTP","2017-01-06 13:30:00","2017-01-06 13:35:00",5
"vsrv8","SSTP","2017-01-06 12:02:00","2017-01-06 13:36:00",94
"vsrv16","SSTP","2017-01-06 12:33:00","2017-01-06 13:43:00",70
"vsrv8","SSTP","2017-01-06 13:42:00","2017-01-06 13:44:00",2
"vsrv8","SSTP","2017-01-06 13:18:00","2017-01-06 13:47:00",29
"vsrv8","SSTP","2017-01-06 13:53:00","2017-01-06 13:57:00",4
"vsrv8","SSTP","2017-01-06 13:50:00","2017-01-06 14:00:00",10
"vsrv16","SSTP","2017-01-06 13:07:00","2017-01-06 14:02:00",55
"vsrv8","PPTP","2017-01-06 13:43:00","2017-01-06 14:03:00",20
"vsrv16","SSTP","2017-01-06 13:42:00","2017-01-06 14:04:00",22
"vsrv8","PPTP","2017-01-06 13:13:00","2017-01-06 14:04:00",51
"vsrv8","PPTP","2017-01-06 12:53:00","2017-01-06 14:05:00",72
"vsrv8","SSTP","2017-01-06 14:04:00","2017-01-06 14:06:00",2
"vsrv17","SSTP","2017-01-06 13:42:00","2017-01-06 14:08:00",26
"vsrv8","PPTP","2017-01-06 13:37:00","2017-01-06 14:11:00",34
"vsrv16","PPTP","2017-01-06 14:00:00","2017-01-06 14:11:00",11
"vsrv8","SSTP","2017-01-06 14:08:00","2017-01-06 14:12:00",4
"vsrv8","SSTP","2017-01-06 14:11:00","2017-01-06 14:13:00",2
"vsrv8","SSTP","2017-01-06 13:41:00","2017-01-06 14:13:00",32
"vsrv17","PPTP","2017-01-06 14:10:00","2017-01-06 14:16:00",6
"vsrv17","SSTP","2017-01-06 14:09:00","2017-01-06 14:16:00",7
"vsrv16","PPTP","2017-01-06 10:07:00","2017-01-06 14:20:00",253
"vsrv8","PPTP","2017-01-06 13:36:00","2017-01-06 14:21:00",45
"vsrv16","PPTP","2017-01-06 14:08:00","2017-01-06 14:22:00",14
"vsrv8","PPTP","2017-01-06 13:37:00","2017-01-06 14:23:00",46
"vsrv8","SSTP","2017-01-06 14:02:00","2017-01-06 14:24:00",22
"vsrv8","SSTP","2017-01-06 14:23:00","2017-01-06 14:25:00",2
"vsrv17","PPTP","2017-01-06 14:14:00","2017-01-06 14:26:00",12
"vsrv17","SSTP","2017-01-06 14:28:00","2017-01-06 14:31:00",3
"vsrv11","PPTP","2017-01-06 13:21:00","2017-01-06 14:32:00",71
"vsrv16","SSTP","2017-01-06 14:26:00","2017-01-06 14:34:00",8
"vsrv16","SSTP","2017-01-06 14:32:00","2017-01-06 14:34:00",2
"vsrv17","SSTP","2017-01-06 14:33:00","2017-01-06 14:35:00",2
"vsrv16","PPTP","2017-01-06 13:42:00","2017-01-06 14:35:00",53
"vsrv16","SSTP","2017-01-06 14:29:00","2017-01-06 14:35:00",6
"vsrv16","SSTP","2017-01-06 14:36:00","2017-01-06 14:36:00",0
"vsrv8","SSTP","2017-01-06 14:20:00","2017-01-06 14:36:00",16
"vsrv16","OPENVPN_L2","2017-01-06 14:27:00","2017-01-06 14:37:00",10
"vsrv17","SSTP","2017-01-06 13:26:00","2017-01-06 14:37:00",71
"vsrv16","PPTP","2017-01-06 13:56:00","2017-01-06 14:37:00",41
"vsrv17","PPTP","2017-01-06 14:24:00","2017-01-06 14:38:00",14
"vsrv17","SSTP","2017-01-06 14:37:00","2017-01-06 14:38:00",1
"vsrv17","PPTP","2017-01-06 13:59:00","2017-01-06 14:38:00",39
"vsrv16","PPTP","2017-01-06 14:36:00","2017-01-06 14:40:00",4
"vsrv8","PPTP","2017-01-06 14:33:00","2017-01-06 14:41:00",8
"vsrv16","SSTP","2017-01-06 14:39:00","2017-01-06 14:41:00",2
"vsrv16","PPTP","2017-01-06 14:40:00","2017-01-06 14:43:00",3
"vsrv17","OPENVPN_L2","2017-01-06 13:45:00","2017-01-06 14:43:00",58
"vsrv8","SSTP","2017-01-06 14:38:00","2017-01-06 14:43:00",5
"vsrv17","SSTP","2017-01-06 13:25:00","2017-01-06 14:44:00",79
"vsrv16","SSTP","2017-01-06 12:10:00","2017-01-06 14:44:00",154
"vsrv8","PPTP","2017-01-06 14:40:00","2017-01-06 14:47:00",7
"vsrv16","OPENVPN_L2","2017-01-06 14:47:00","2017-01-06 14:47:00",0
"vsrv17","SSTP","2017-01-06 14:16:00","2017-01-06 14:48:00",32
"vsrv16","PPTP","2017-01-06 14:10:00","2017-01-06 14:48:00",38
"vsrv17","PPTP","2017-01-06 14:41:00","2017-01-06 14:49:00",8
"vsrv16","OPENVPN_L2","2017-01-06 14:47:00","2017-01-06 14:50:00",3
"vsrv16","SSTP","2017-01-06 14:42:00","2017-01-06 14:55:00",13
"vsrv8","PPTP","2017-01-06 14:40:00","2017-01-06 14:55:00",15
"vsrv8","SSTP","2017-01-06 13:16:00","2017-01-06 14:57:00",101
"vsrv16","PPTP","2017-01-06 14:45:00","2017-01-06 14:57:00",12
"vsrv16","PPTP","2017-01-06 14:57:00","2017-01-06 14:59:00",2
"vsrv17","PPTP","2017-01-06 14:07:00","2017-01-06 15:00:00",53
"vsrv17","SSTP","2017-01-06 14:20:00","2017-01-06 15:00:00",40
"vsrv17","PPTP","2017-01-06 14:43:00","2017-01-06 15:01:00",18
"vsrv16","PPTP","2017-01-06 13:00:00","2017-01-06 15:01:00",121
"vsrv8","PPTP","2017-01-06 14:47:00","2017-01-06 15:02:00",15
"vsrv16","SSTP","2017-01-06 15:02:00","2017-01-06 15:03:00",1
"vsrv17","SSTP","2017-01-06 14:49:00","2017-01-06 15:04:00",15
"vsrv8","PPTP","2017-01-06 14:50:00","2017-01-06 15:04:00",14
"vsrv17","PPTP","2017-01-06 14:55:00","2017-01-06 15:05:00",10
"vsrv16","SSTP","2017-01-06 14:58:00","2017-01-06 15:06:00",8
"vsrv8","SSTP","2017-01-06 14:43:00","2017-01-06 15:07:00",24
"vsrv8","PPTP","2017-01-06 14:47:00","2017-01-06 15:08:00",21
"vsrv8","PPTP","2017-01-06 15:02:00","2017-01-06 15:09:00",7
"vsrv11","PPTP","2017-01-06 12:38:00","2017-01-06 15:09:00",151
"vsrv16","SSTP","2017-01-06 15:00:00","2017-01-06 15:13:00",13
"vsrv16","PPTP","2017-01-06 14:16:00","2017-01-06 15:16:00",60
"vsrv17","PPTP","2017-01-06 15:09:00","2017-01-06 15:17:00",8
"vsrv16","PPTP","2017-01-06 10:20:00","2017-01-06 15:17:00",297
"vsrv17","OPENVPN_L2","2017-01-06 14:54:00","2017-01-06 15:17:00",23
"vsrv17","OPENVPN_L2","2017-01-06 14:54:00","2017-01-06 15:19:00",25
"vsrv16","SSTP","2017-01-06 15:14:00","2017-01-06 15:19:00",5
"vsrv17","PPTP","2017-01-06 15:11:00","2017-01-06 15:20:00",9
"vsrv16","PPTP","2017-01-06 15:16:00","2017-01-06 15:21:00",5
"vsrv17","PPTP","2017-01-06 13:35:00","2017-01-06 15:21:00",106
"vsrv8","PPTP","2017-01-06 15:15:00","2017-01-06 15:23:00",8
"vsrv8","PPTP","2017-01-06 14:39:00","2017-01-06 15:23:00",44
"vsrv17","PPTP","2017-01-06 15:23:00","2017-01-06 15:24:00",1
"vsrv8","PPTP","2017-01-06 14:32:00","2017-01-06 15:24:00",52
"vsrv8","SSTP","2017-01-06 15:02:00","2017-01-06 15:24:00",22
"vsrv17","SSTP","2017-01-06 15:24:00","2017-01-06 15:27:00",3
"vsrv8","PPTP","2017-01-06 15:26:00","2017-01-06 15:27:00",1
"vsrv16","PPTP","2017-01-06 15:03:00","2017-01-06 15:28:00",25
"vsrv16","SSTP","2017-01-06 15:27:00","2017-01-06 15:28:00",1
"vsrv16","PPTP","2017-01-06 13:27:00","2017-01-06 15:30:00",123
"vsrv17","SSTP","2017-01-06 13:28:00","2017-01-06 15:33:00",125
"vsrv11","PPTP","2017-01-06 15:31:00","2017-01-06 15:33:00",2
"vsrv16","PPTP","2017-01-06 15:10:00","2017-01-06 15:35:00",25
"vsrv8","SSTP","2017-01-06 14:29:00","2017-01-06 15:36:00",67
"vsrv17","SSTP","2017-01-06 15:35:00","2017-01-06 15:37:00",2
"vsrv17","SSTP","2017-01-06 15:37:00","2017-01-06 15:37:00",0
"vsrv8","PPTP","2017-01-06 15:25:00","2017-01-06 15:39:00",14
"vsrv8","PPTP","2017-01-06 15:31:00","2017-01-06 15:39:00",8
"vsrv11","PPTP","2017-01-06 15:36:00","2017-01-06 15:40:00",4
"vsrv16","SSTP","2017-01-06 14:24:00","2017-01-06 15:41:00",77
"vsrv16","PPTP","2017-01-06 14:38:00","2017-01-06 15:42:00",64
"vsrv16","SSTP","2017-01-06 13:27:00","2017-01-06 15:42:00",135
"vsrv16","PPTP","2017-01-06 15:40:00","2017-01-06 15:42:00",2
"vsrv16","SSTP","2017-01-06 14:58:00","2017-01-06 15:43:00",45
"vsrv8","SSTP","2017-01-06 15:30:00","2017-01-06 15:45:00",15
"vsrv8","PPTP","2017-01-06 15:45:00","2017-01-06 15:46:00",1
"vsrv17","PPTP","2017-01-06 13:44:00","2017-01-06 15:48:00",124
"vsrv11","SOFTETHER","2017-01-06 13:09:00","2017-01-06 15:50:00",161
"vsrv16","PPTP","2017-01-06 15:50:00","2017-01-06 15:50:00",0
"vsrv11","SSTP","2017-01-06 14:05:00","2017-01-06 15:52:00",107
"vsrv16","SSTP","2017-01-06 14:59:00","2017-01-06 15:53:00",54
"vsrv17","SSTP","2017-01-06 15:52:00","2017-01-06 15:58:00",6
"vsrv17","SSTP","2017-01-06 14:21:00","2017-01-06 16:02:00",101
"vsrv17","SSTP","2017-01-06 14:43:00","2017-01-06 16:03:00",80
"vsrv17","PPTP","2017-01-06 15:38:00","2017-01-06 16:05:00",27
"vsrv11","PPTP","2017-01-06 15:49:00","2017-01-06 16:05:00",16
"vsrv16","SSTP","2017-01-06 16:09:00","2017-01-06 16:10:00",1
"vsrv8","PPTP","2017-01-06 15:37:00","2017-01-06 16:11:00",34
"vsrv8","PPTP","2017-01-06 16:09:00","2017-01-06 16:11:00",2
"vsrv17","SSTP","2017-01-06 15:49:00","2017-01-06 16:11:00",22
"vsrv17","SSTP","2017-01-06 16:11:00","2017-01-06 16:11:00",0
"vsrv8","SSTP","2017-01-06 15:19:00","2017-01-06 16:12:00",53
"vsrv8","PPTP","2017-01-06 13:34:00","2017-01-06 16:12:00",158
"vsrv16","SSTP","2017-01-06 15:59:00","2017-01-06 16:15:00",16
"vsrv8","PPTP","2017-01-06 16:12:00","2017-01-06 16:17:00",5
"vsrv17","PPTP","2017-01-06 14:50:00","2017-01-06 16:17:00",87
"vsrv16","PPTP","2017-01-06 16:11:00","2017-01-06 16:19:00",8
"vsrv16","SSTP","2017-01-06 15:08:00","2017-01-06 16:25:00",77
"vsrv8","SSTP","2017-01-06 16:02:00","2017-01-06 16:26:00",24
"vsrv17","SSTP","2017-01-06 16:26:00","2017-01-06 16:27:00",1
"vsrv17","SSTP","2017-01-06 16:02:00","2017-01-06 16:28:00",26
"vsrv17","PPTP","2017-01-06 16:17:00","2017-01-06 16:29:00",12
"vsrv17","PPTP","2017-01-06 15:03:00","2017-01-06 16:29:00",86
"vsrv8","SSTP","2017-01-06 15:59:00","2017-01-06 16:29:00",30
"vsrv8","SSTP","2017-01-06 16:28:00","2017-01-06 16:31:00",3
"vsrv8","SSTP","2017-01-06 16:28:00","2017-01-06 16:31:00",3
"vsrv8","SSTP","2017-01-06 16:32:00","2017-01-06 16:32:00",0
"vsrv16","PPTP","2017-01-06 16:32:00","2017-01-06 16:33:00",1
"vsrv17","PPTP","2017-01-06 16:15:00","2017-01-06 16:34:00",19
"vsrv8","SSTP","2017-01-06 16:31:00","2017-01-06 16:34:00",3
"vsrv16","PPTP","2017-01-06 16:33:00","2017-01-06 16:35:00",2
"vsrv8","SSTP","2017-01-06 14:10:00","2017-01-06 16:37:00",147
"vsrv17","SSTP","2017-01-06 12:11:00","2017-01-06 16:38:00",267
"vsrv8","PPTP","2017-01-06 14:47:00","2017-01-06 16:38:00",111
"vsrv8","SSTP","2017-01-06 16:36:00","2017-01-06 16:39:00",3
"vsrv8","PPTP","2017-01-06 14:19:00","2017-01-06 16:40:00",141
"vsrv16","SSTP","2017-01-06 15:37:00","2017-01-06 16:41:00",64
"vsrv16","PPTP","2017-01-06 14:43:00","2017-01-06 16:41:00",118
"vsrv8","SSTP","2017-01-06 16:24:00","2017-01-06 16:43:00",19
"vsrv8","SSTP","2017-01-06 16:40:00","2017-01-06 16:43:00",3
"vsrv8","SSTP","2017-01-06 16:44:00","2017-01-06 16:44:00",0
"vsrv8","SSTP","2017-01-06 16:44:00","2017-01-06 16:45:00",1
"vsrv16","SSTP","2017-01-06 13:54:00","2017-01-06 16:47:00",173
"vsrv8","SSTP","2017-01-06 13:52:00","2017-01-06 16:49:00",177
"vsrv8","SSTP","2017-01-06 16:45:00","2017-01-06 16:49:00",4
"vsrv17","SSTP","2017-01-06 15:18:00","2017-01-06 16:50:00",92
"vsrv16","SSTP","2017-01-06 15:55:00","2017-01-06 16:50:00",55
"vsrv17","SSTP","2017-01-06 16:50:00","2017-01-06 16:51:00",1
"vsrv8","SSTP","2017-01-06 15:15:00","2017-01-06 16:51:00",96
"vsrv8","SSTP","2017-01-06 16:50:00","2017-01-06 16:52:00",2
"vsrv16","SSTP","2017-01-06 16:03:00","2017-01-06 16:53:00",50
"vsrv8","SSTP","2017-01-06 15:47:00","2017-01-06 16:53:00",66
"vsrv16","SSTP","2017-01-06 16:53:00","2017-01-06 16:56:00",3
"vsrv8","OPENVPN_L2","2017-01-06 15:30:00","2017-01-06 16:59:00",89
"vsrv16","PPTP","2017-01-06 16:57:00","2017-01-06 17:02:00",5
"vsrv17","PPTP","2017-01-06 16:59:00","2017-01-06 17:02:00",3
"vsrv17","PPTP","2017-01-06 16:54:00","2017-01-06 17:03:00",9
"vsrv17","SSTP","2017-01-06 16:15:00","2017-01-06 17:03:00",48
"vsrv8","PPTP","2017-01-06 15:38:00","2017-01-06 17:03:00",85
"vsrv16","PPTP","2017-01-06 17:03:00","2017-01-06 17:04:00",1
"vsrv11","PPTP","2017-01-06 16:44:00","2017-01-06 17:04:00",20
"vsrv8","SSTP","2017-01-06 16:32:00","2017-01-06 17:06:00",34
"vsrv17","PPTP","2017-01-06 14:45:00","2017-01-06 17:09:00",144
